referenceKey,FinalRelevance,Year,Author,Title,Journal,DOI
KKAVXIWV,YES,2009,"Timm, Robert M.; Lieberman, Diana; Lieberman, Milton; McClearn, Deedra","Mammals of Cabo Blanco: History, Diversity, and Conservation After 45 Years of Regrowth of A Costa Rican Dry Forest",Forest Ecology and Management,10.1016/j.foreco.2008.10.027
ZQAGR78N,YES,1996,"Struhsaker, T. T.; Lwanga, J. S.; Kasenene, J. M.","Elephants, Selective Logging and Forest Regeneration in the Kibale Forest, Uganda",Journal of Tropical Ecology,
FR6K49QN,YES,2015,"Stevenson, Pablo R.; Link, Andres; Gonzalez-Caro, Sebastian; Fernanda Torres-Jimenez, Maria","Frugivory in Canopy Plants in A Western Amazonian Forest: Dispersal Systems, Phylogenetic Ensembles and Keystone Plants",Plos One,10.1371/journal.pone.0140751
SDSODWW,YES,1992,"Mickleburgh, S,. Hutson, A., Racey., P.",Old World Fruit Bats. An Action Plan for  Their Conservations,IUCN/SSC Chiroptera Specialist Group,
P79TKKNN,YES,1998,"Sanchez-Cordero, V.; Martinez-Gallardo, R.",Postdispersal Fruit and Seed Removal by Forest-dwelling Rodents in A Lowland Rainforest in Mexico,Journal of Tropical Ecology,10.1017/S0266467498000121
CDKSIEIR,YES,2008,"Sazima, Ivan",The Parakeet Brotogeris Tirica Feeds On and Disperses the Fruits of the Palm Syagrus Romanzoffiana in Southeastern Brazil,,10.1590/S1676-06032008000100026
4KMEVUZQ,YES,2005,"Russo, S. E.; Campbell, C. J.; Dew, J. L.; Stevenson, P. R.; Suarez, S. A.",A Multi-forest Comparison of Dietary Preferences and Seed Dispersal by Ateles Spp.,International Journal of Primatology,10.1007/s10764-005-6456-2
83NVPSMV,YES,2015,"Ribeiro Mello, Marco Aurelio; Rodrigues, Francisco Aparecido; Costa, Luciano da Fontoura; Daniel Kissling, W.; Sekercioglu, Cagan H.; Darcie Marquitti, Flavia Maria; Viktoria Kalko, Elisabeth Klara",Keystone Species in Seed Dispersal Networks Are Mainly Determined by Dietary Specialization,Oikos,10.1111/oik.01613
V8EG6I87,YES,2006,"Ragusa-Netto, Jose",Dry Fruits and the Abundance of the Blue-and-yellow Macaw (ara Ararauna) at A Cerrado Remnant in Central Brazil,Ornitologia Neotropical,
QEVTP3Z5,YES,2006,"Ragusa-Netto, J.; Fecchio, A.",Plant Food Resources and the Diet of A Parrot Community in A Gallery Forest of the Southern Pantanal (brazil).,Brazilian journal of biology = Revista brasleira de biologia,10.1590/S1519-69842006000600008
N7TA25VX,YES,2002,"Poulsen, J. R.; Clark, C. J.; Connor, E. F.; Smith, T. B.",Differential Resource Use by Primates and Hornbills: Implications for  Seed Dispersal,Ecology,10.2307/2680134
MGDDAJ27,YES,2015,"Pedroso Barbosa, Thiago Augusto; Barthem, Ronaldo Borges; de Assis Montag, Luciano Fogaca","Feeding Ecology of Immature Lithodoras Dorsalis (valenciennes, 1840) (siluriformes: Doradidae) in A Tidal Environment, Estuary of the Rio Amazonas",Neotropical Ichthyology,10.1590/1982-0224-20130014
ZGG28TDB,YES,2013,"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa",Frugivory and Seed Dispersal by Tapirs: An Insight On Their Ecological Role,Integrative Zoology,10.1111/j.1749-4877.2012.00316.x
G722QDKV,YES,2011,"Moses, Kara L.; Semple, Stuart","Primary Seed Dispersal by the Black-and-white Ruffed Lemur (varecia Variegata) in the Manombo Forest, South-east Madagascar",Journal of Tropical Ecology,10.1017/S0266467411000198
78579EUU,YES,2009,"Melo, Felipe P. L.; Rodriguez-Herrera, Bernal; Chazdon, Robin L.; Medellin, Rodrigo A.; Ceballos, Gerardo G.",Small Tent-roosting Bats Promote Dispersal of Large-seeded Plants in A Neotropical Forest,Biotropica,10.1111/j.1744-7429.2009.00528.x
QHJ9RMNC,YES,2008,"Martins, Milene Moura","Fruit Diet of Alouatta Guariba and Brachyteles Arachnoides in Southeastern Brazil: Comparison of Fruit Type, Color, and Seed Size",Primates,10.1007/s10329-007-0050-5
Q85C4DPU,YES,2014,"Lamperti, Aaron M.; French, Aaron R.; Dierenfeld, Ellen S.; Fogiel, Mark K.; Whitney, Kenneth D.; Stauffer, Donald J.; Holbrook, Kimberly M.; Hardesty, Britta D.; Clark, Connie J.; Poulsen, John R.; Wang, Benjamin C.; Smith, Thomas B.; Parker, V. Thomas",Diet Selection Is Related To Breeding Status in Two Frugivorous Hornbill Species of Central Africa,Journal of Tropical Ecology,10.1017/S0266467414000236
WOSMDPW,YES,1998,"Whitney, Kenneth; Fogiel, Mark; Lamperti, K; Holbrook,  K; Stauffer, D; Hardesty, D; Parker, T; Smith, T",Seed Dispersal by Ceratogymna Hornbills in the Dja Reserve Cameroon,Journal of Tropical Ecology,
NEH8RCVA,YES,2013,"Kuprewicz, Erin K.",Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in A Costa Rican Forest,Biotropica,10.1111/btp.12014
DSVFRJ67,YES,2013,"Klinger, Rob; Rejmanek, Marcel",Experimental Seed Predator Removal Reveals Shifting Importance of Predation and Dispersal Limitation in Early Life History Stages of Tropical Forest Trees,Folia Geobotanica,10.1007/s12224-013-9178-9
REKDKSPS,YES,2001,"Rivas, J; Morales, J.; Flores, M.",El Papel De Los Cracidos (aves:galliformes) Como Dispersores Y Depredadores De Semillas,Universidad San Carlos de Guatemala,
8X66Q2DC,YES,2009,"Klinger, Rob; Rejmanek, Marcel",The Numerical and Functional Responses of A Granivorous Rodent and the Fate of Neotropical Tree Seeds,Ecology,10.1890/07-2146.1
KENFLSLE,YES,2014,"Bunney, K.",Seed Dispersal in South African Trees,"MSc. Thesis, Cape Town University",
RMFC3FSA,YES,1992,"Kinniard, MF",Phenology of Flowering and Fruiting of An East-african Riverine Forest Ecosystem,Biotropica,10.2307/2388672
GI2DQUJP,YES,2012,"Karubian, Jordan; Duraes, Renata; Storey, Jenny L.; Smith, Thomas B.",Mating Behavior Drives Seed Dispersal by the Long-wattled Umbrellabird Cephalopterus Penduliger,Biotropica,10.1111/j.1744-7429.2012.00859.x
XWABHQ2V,YES,2011,"Horn, Michael H.; Correa, Sandra Bibiana; Parolin, Pia; Pollux, B. J. A.; Anderson, Jill T.; Lucas, Christine; Widmann, Peter; Tjiu, Albertus; Galetti, Mauro; Goulding, Michael",Seed Dispersal by Fishes in Tropical and Temperate Fresh Waters: the Growing Evidence,Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2011.06.004
VEIJ9UNS,YES,2008,"Guzman, Adriana; Stevenson, Pablo R.","Seed Dispersal, Habitat Selection and Movement Patterns in the Amazonian Tortoise, Geochelone Denticulata",Amphibia-Reptilia,10.1163/156853808786230442
25RXRA5V,YES,2009,"Gonzalez-Zamora, Arturo; Arroyo-Rodriguez, Victor; Chaves, Oscar M.; Sanchez-Lopez, Sonia; Stoner, Kathryn E.; Riba-Hernandez, Pablo",Diet of Spider Monkeys (ateles Geoffroyi) in Mesoamerica: Current Knowledge and Future Directions,American Journal of Primatology,10.1002/ajp.20625
B84P8M6X,YES,2011,"Galvez, Dumas",Digestibility of Palm Seeds and Bruchids Larvae by Neotropical Rodents,Animal Biology,10.1163/157075511X554392
FQU9CR3E,YES,2008,"Felton, Annika M.; Felton, Adam; Wood, Jeff T.; Lindenmayer, David B.",Diet and Feeding Ecology of Ateles Chamek in A Bolivian Semihumid Forest: the Importance of Ficus As A Staple Food Resource,International Journal of Primatology,10.1007/s10764-008-9241-1
KNG78VPK,YES,2015,"Fahr, Jakob; Abedi-Lartey, Michael; Esch, Thomas; Machwitz, Miriam; Suu-Ire, Richard; Wikelski, Martin; Dechmann, Dina K. N.","Pronounced Seasonal Changes in the Movement Ecology of A Highly Gregarious Central-place Forager, the African Straw-coloured Fruit Bat (eidolon Helvum)",Plos One,10.1371/journal.pone.0138985
HI9J8MP4,YES,2000,"Dudley, J. P.","Seed Dispersal by Elephants in Semiarid Woodland Habitats of Hwange National Park, Zimbabwe",Biotropica,
AM89SVWG,YES,2015,"Dittel, Jacob W.; Lambert, Thomas D.; Adler, Gregory H.",Seed Dispersal by Rodents in A Lowland Forest in Central Panama,Journal of Tropical Ecology,10.1017/S0266467415000280
8XCJW99Q,YES,2005,"Dew, J. L.","Foraging, Food Choice, and Food Processing by Sympatric Ripe-fruit Specialists: Lagothrix Lagotricha Poeppigii and Ateles Belzebuth Belzebuth",International Journal of Primatology,10.1007/s10764-005-6461-5
RJEDSLSA,YES,2011,"Smith, N",Palms and People in the Amazon,"Geobotany Studies. Asics, Methods and Case studies",
IE5UIEZW,YES,2007,"Correa, Sandra Bibiana; Winemiller, Kirk O.; Lopez-Fernandez, Hernan; Galetti, Mauro",Evolutionary Perspectives On Seed Consumption and Dispersal by Fishes,Bioscience,10.1641/B570907
6WBPN3MQ,YES,2015,"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.",Neotropical Fish-fruit Interactions: Eco-evolutionary Dynamics and Conservation,Biological Reviews,10.1111/brv.12153
Q7793HVK,YES,2015,"Correa, Sandra Bibiana; Araujo, Joisiane K.; Penha, Jerry M. F.; da Cunha, Catia Nunes; Stevenson, Pablo R.; Anderson, Jill T.",Overfishing Disrupts An Ancient Mutualism Between Frugivorous Fishes and Plants in Neotropical Wetlands,Biological Conservation,10.1016/j.biocon.2015.06.019
Q4TQ63TI,YES,2003,"Charles-Dominique, P.; Chave, J.; Dubois, M. A.; De Granville, J. J.; Riera, B.; Vezzoli, C.",Colonization Front of the Understorey Palm Astrocaryum Sciophilum in A Pristine Rain Forest of French Guiana,Global Ecology and Biogeography,10.1046/j.1466-822X.2003.00020.x
SRNFBK6M,YES,2013,"Chama, Lackson; Berens, Dana G.; Downs, Colleen T.; Farwig, Nina",Habitat Characteristics of Forest Fragments Determine Specialisation of Plant-frugivore Networks in A Mosaic Forest Landscape,Plos One,10.1371/journal.pone.0054956
CWU76UKI,YES,2015,"Carvalho, Joana S.; Vicente, Luis; Marques, Tiago A.","Chimpanzee (pan Troglodytes Verus) Diet Composition and Food Availability in A Human-modified Landscape at Lagoas De Cufada Natural Park, Guinea-bissau",International Journal of Primatology,10.1007/s10764-015-9856-y
2SZIGT6A,YES,2013,"Bueno, Rafael S.; Guevara, Roger; Ribeiro, Milton C.; Culot, Laurence; Bufalo, Felipe S.; Galetti, Mauro",Functional Redundancy and Complementarities of Seed Dispersal by the Last Neotropical Megafrugivores,Plos One,10.1371/journal.pone.0056252
RBNGSE2T,YES,2010,"Boyes, Rutledge S.; Perrin, Mike R.","Patterns of Daily Activity of Meyer's Parrot (poicephalus Meyeri) in the Okavango Delta, Botswana",Emu,10.1071/MU09067
MT2WPCEC,YES,2008,"Bertsch, Carolina; Barreto, Guillermo R.",Diet of the Yellow-knobbed Curassow in the Central Venezuelan Llanos,Wilson Journal of Ornithology,10.1676/07-172.1
DWSPMEFF,YES,1999,"Beck-King, H.; von Helversen, O.; Beck-King, R.","Home Range, Population Density, and Food Resources of Agouti Paca (rodentia : Agoutidae) in Costa Rica: A Study Using Alternative Methods",Biotropica,10.1111/j.1744-7429.1999.tb00417.x
99Z6F6I6,YES,1998,"Adler, G. H.; Kestell, D. W.",Fates of Neotropical Tree Seeds Influenced by Spiny Rats (proechimys Semispinosus),Biotropica,10.1111/j.1744-7429.1998.tb00109.x
3410S21E,YES,1998,"Galetti, M.; Alexio Alexandre",Effects On Palm Heart Harvesting On Avian Frugivores in the Atlantic Rainforest of Brazil,Journal of Applied Ecology,10.1046/j.1365-2664.1998.00294.x
49GTJ2LLE,YES,1994,"Kubitzki, Klaus; Ziburski Albretch ",Seed Dispersal in Flooded Plain Forest of Amazonia,Biotropica,10.2307/2389108
PEKDMW3,YES,2013," Mauro Galetti, Roger Guevara, Marina C. Cortes, Rodrigo Fadini, Sandro Von Matter, Abraeo B. Leite, Fabio Labecca, Thiago Ribeiro, Carolina S. Carvalho, Rosane G. Collevatti, Mathias M. Pires, Paulo R. Guimaraes Jr., Pedro H. Brancalion, Milton C. Ribeiro, Pedro Jordano",Functional Extinction of Birds Drives Rapid Evolutionary Changes in Seed Size,Science,DOI: 10.1126/science.1233774
ROSMW2S,YES,2001,"Birkinshaw, C. ",Fruit Charateristics of Species Dispersed by Black Lemur (eulemur Macaco) in the Lokobe Forest Madagascar,Biotropica,
DETED8QQ,NO,2015,"Cortes-Gomez, A. M.; Ruiz-Agudelo, C. A.; Valencia-Aguilar, A.; Ladle, R. J.",Funciones Ecologicas De Los Anfibios Y Reptiles Neotropicales: Una Revision,Universitas Scientiarum,10.11144/Javeriana.SC20-2.efna
43KCTRNE,NO,2014,"Marquez Pina-Rodrigues, Fatima Conceicao; Aoki, Juliana","Seed Rain As Indicator of Forest Fragment Conservation in Sorocaba, Sao Paulo State",Ciencia Florestal,10.1590/1980-509820142404011
EQI9W7AJ,NO,2014,"Mendes, Poliana; Vieira, Thiago B.; Oprea, Monik; Pimenta, Vinicius T.; Ditchfield, Albert D.",Diferentes Metodos De Regeneracao Florestal Podem Interferir Na Comunidade Local De Morcegos?,Mastozoologia neotropical,
4CJ42U4S,NO,2014,"Silveira, R. M. L.; Weiss, B.",Evidence for  Herbaceous Seed Dispersal by Small-bodied Fishes in A Pantanal Seasonal Wetland,Brazilian Journal of Biology,10.1590/bjb.2014.0089
6VAB5R36,NO,2014,"Miranda Neto, Aurino; Martins, Sebastiao Venancio; Silva, Kelly de Almeida; Gleriani, Jose Marinaldo",Banco De Sementes Do Solo E Serapilheira Acumulada Em Floresta Restaurada,Revista Arvore,10.1590/S0100-67622014000400004
PD96BI8A,NO,2014,"Pietro-Souza, William; da Silva, Normandes Matos; de Campos, Erica Pereira","Seed Rain in Remaining Forest Fragments in Campo Verde, Mt",Revista Arvore,
9ABTHR2C,NO,2014,"Venzke, Tiago Schuch; Martins, Sebastiao Venancio; Neri, Andreza Viana; Kunz, Sustanis Horn",Seed Dispersal Syndromes in Successional Stages of Riparian Vegetation,Revista Arvore,
FXUDBS4G,NO,2014,"Cerdula, Elisabeth; Morim, Marli Pires; Alves, Marccus","Morfologia De Frutos E Sementes De Fabaceae Ocorrentes Em Uma Area Prioritaria Para A Conservacao Da Caatinga Em Pernambuco, Brasil",Rodriguesia,10.1590/S2175-78602014000200012
XXP4ID7G,NO,2014,"Gomes, V. G. N.; Quirino, Z. G. M.; Araujo, H. F. P.",Frugivory and Seed Dispersal by Birds in Cereus Jamacaru Dc. Ssp Jamacaru (cactaceae) in the Caatinga of Northeastern Brazil,Brazilian Journal of Biology,10.1590/1519-6984.15312
FFBPMI5X,NO,2014,"Martins, Mariana Pires Veiga; Torres, Jaire Marinho; Anjos, Elaine Aparecida Carvalho dos","Dieta De Morcegos Filostomideos (mammalia, Chiroptera, Phyllostomidae) Em Fragmento Urbano Do Instituto Sao Vicente, Campo Grande, Mato Grosso Do Sul",Papeis Avulsos de Zoologia,10.1590/0031-1049.2014.54.20
5GS66N3S,NO,2013,"de Avila, Angela Luciana; Araujo, Maristela Machado; Gasparin, Ezequiel; Longhi, Solon Jonas","Natural Regeneration Mechanisms in Mixed Subtropical Wet Forest Remnant, Rs, Brazil",Cerne,
DHAFFCJR,NO,2013,"Oliveira, Ademir K. M.; Leme, Frederico T. F.","Didelphis Albiventris As Germination Inductors of Rapanea Ferruginea (myrcinaceae) in Cerrado Area in Mato Grosso Do Sul, Brazil",Iheringia Serie Zoologia,
3JGHDEMB,NO,2012,"Machado, Sebastiao do Amaral; Pacheco dos Santos, Angelo Alberto; Zamin, Naiara Teodoro; Mendes Nascimento, Rodrigo Geroni",Spatial Distribution of A Mixed Ombrophylus Forest Fragment,Ciencia Rural,
WVDJJFT3,NO,2012,"Reznik, Gabriela; de Assis Pires, Jakeline Prata; Freitas, Leandro",Effect of Linear Edges in the Phenology of Animal Dispersed Tree Species in A Remnant of Atlantic Forest,Acta Botanica Brasilica,
DTG6RHQ9,NO,2012,"Souza, Juliane M.; Iannuzzi, Roberto","Dispersal Syndromes of Fossil Seeds From the Lower Permian of Parana Basin, Rio Grande Do Sul, Brazil",Anais Da Academia Brasileira De Ciencias,
VF67RBQS,NO,2012,"Borges, M. R.; Melo, C.",Frugivory and Seed Dispersal of Miconia Theaezans (bonpl.) Cogniaux (melastomataceae) by Birds in A Transition Palm Swamp - Gallery Forest in Central Brazil,Brazilian Journal of Biology,
8D7VFDWJ,NO,2011,"da Mota Gomes, Veronica Souza; Tamashiro, Jorge Yoshio; Silva, Wesley Rodrigues",Seed Inflow To A Forest Patch Promoted by Understory Frugivorous Birds,Biota Neotropica,
34DKDF2E,NO,2011,"Costa-Pereira, Raul; Severo-Neto, Francisco; Yule, Tamires Soares; Tinti Pereira, Ana Paula","Fruit-eating Fishes of Banara Arguta (salicaceae) in the Miranda River Floodplain, Pantanal Wetland",Biota Neotropica,
66NAFXZ9,NO,2011,"Salm, Rodolfo; Goncalves Jardim, Mario Augusto; Kerti Mangabeira Albernaz, Ana Luisa","Abundance and Diversity of Palms in the Sustainable Forest District of Br-163 Road, Para, Brazil.",Biota Neotropica,
DCKBFISR,NO,2011,"Jacobi, Claudia Maria; do Carmo, Flavio Fonseca","Life-forms, Pollination and Seed Dispersal Syndromes in Plant Communities On Ironstone Outcrops, Se Brazil",Acta Botanica Brasilica,
V6XDMXJ8,NO,2011,"Bertazzoni, Esther Campagna; Damasceno-Junior, Geraldo Alves","Aspects of the Biology and Phenology of Oryza Latifolia Desv. (poaceae) in the Pantanal Wetland in Mato Grosso Do Sul, Brazil",Acta Botanica Brasilica,
NV8AAW7G,NO,2011,"Galetti, Mauro; Pizo, Marco Aurelio; Cerdeira Morellato, Leonor Patricia",Diversity of Functional Traits of Fleshy Fruits in A Species-rich Atlantic Rain Forest,Biota Neotropica,
ME4F7BUU,NO,2011,"Golin, Vanessa; Santos-Filho, Manoel; Barbosa Pereira, Monica Josene","Dispersal and Predation of Araticum Seeds in the Cerrado of Mato Grosso, Brazil",Ciencia Rural,
CW4AWIH8,NO,2010,"Carvalho, Fabricio Alvim","Dispersal Syndromes of Woody Species in the Submountaine Ombrophilous Forests of the Rio De Janeiro State, Brazil",Revista Arvore,10.1590/S0100-67622010000600007
F9XRCWAF,NO,2010,"Rodrigues, Mauricio Augusto; Paoli, Adelita Aparecida Sartori; Barbosa, Jose Marcos; Santos Junior, Nelson Augusto dos",Avaliacao Da Chuva De Sementes Em Areas De Restinga Em Diferentes Estegios De Regeneracao,Revista Arvore,10.1590/S0100-67622010000500007
8IV3KIR6,NO,2010,"D'Avila, Graziele; Gomes-, Antonio; Carolina Canary, Ana; Bugoni, Leandro",The Role of Avian Frugivores On Germination and Potential Seed Dispersal of the Brazilian Pepper Schinus Terebinthifolius,Biota Neotropica,10.1590/S1676-06032010000300004
IPHCJG9W,NO,2010,"de Moura, Roberto Cardoso; Nascimento Lopes, Paulo Sergio; Brandao Junior, Delacyr da Silva; Gomes, Janaina Goncalves; Pereira, Mauricio Ballesteiro","Fruit and Seed Biometry of Butia Capitata (mart.) Beccari (arecaceae), in the Natural Vegetation of the North of Minas Gerais, Brazil",Biota Neotropica,
4N2QFQ2M,NO,2010,"Stefanello, Daniel; Ivanauskas, Natalia Macedo; Martins, Sebatiao Venancio; Silva, Elias; Kunz, Sustanis Horn","Sndromes De Dispersao De Diasporos Das Especies De Trechos De Vegetacao Ciliar Do Rio Das Pacas, Querencia - Mt",Acta Amazonica,10.1590/S0044-59672010000100018
D9MMK33G,NO,2009,"Pirani, Falvia Richelli; Sanchez, Maryland; Pedroni, Fernando","Phenology of A Tree Community in A Cerrado Sensu Stricto, Barra Do Garcas, Mato Grosso State, Brasil",Acta Botanica Brasilica,
K693J9NQ,NO,2009,"Vasconcellos-Neto, Joao; de Albuquerque, Lidiamar Barbosa; Silva, Wesley Rodrigues","Seed Dispersal of Solanum Thomasiifolium Sendtner (solanaceae) in the Linhares Forest, Espirito Santo State, Brazil",Acta Botanica Brasilica,
GPANQFT7,NO,2009,"Stefanello, Daniel; Fernandes-Bulhao, Clarissa; Martins, Sebastiao Venancio","Seed Dispersal Syndromes in Three Riparian Vegetation Sites (source, Middle and Estuary) Along the Pindaiba River, Mato Grosso State, Brazil",Revista Arvore,
MKSZSKHE,NO,2009,"Cazetta, Eliana; Galetti, Mauro",The Crab-eating Fox (cerdocyon Thous) As A Secondary Seed Disperser of Eugenia Umbelliflora (myrtaceae) in A Restinga Forest of Southeastern Brazil,Biota Neotropica,10.1590/S1676-06032009000200027
P76PRVHT,NO,2009,"de Aquino, Clarissa; Barbosa, Luiz Mauro","Successional Groups and Dispersal Syndromes of Tree and Shrub Species at the Riparian Forest Fragment in Conchal, Sp, Brazil To Evaluate Its Potential As A Source of Seeds To the Enrichment of Revegetated Riparian Areas Along the Mogi-guacu River, Sp",Revista Arvore,
K4RNDQJH,NO,2008,"Cantillo Higuera, Edgard Ernesto; Castiblanco Gutierrez, Viviana; Pinilla Mondragon, David Fernando; Alvarado, Claudia Liliana","Caracterizacion Y Valoracion Del Potencial De Regeneracion Del Banco De Semillas Germinable De La Reserva Forestal Corpatos (guasca, Cundinamarca)",Colombia Forestal,
IFWCD8DV,NO,2008,"Jardim, A. V. F.; Batalha, M. A.",Can We Predict Dispersal Guilds Based On the Leaf-height-seed Scheme in A Disjunct Cerrado Woodland?,Brazilian Journal of Biology,10.1590/S1519-69842008000300013
9VSN5DIB,NO,2008,"Wiesbauer, Manuela Boleman; Hettwer Giehl, Eduardo Luis; Jarenkow, Joao Andre","Morphological Patterns of Diaspores From Animal-dispersed Tree and Treelet Species at Parque Estadual De Itapua, Rio Grande Do Sul State, Brazil",Acta Botanica Brasilica,10.1590/S0102-33062008000200012
WBB9WHCJ,NO,2008,"Bartimachi, Alessandra; Neves, Jorge; Pedroni, Fernando","Predacao Pos-dispersao De Sementes Do Angico Anadenanthera Falcata (benth.) Speg. (leguminosae-mimosoideae) Em Mata De Galeria Em Barra Do Gareas, Mt",Brazilian Journal of Botany,10.1590/S0100-84042008000200004
BMERBRMQ,NO,2008,"Figueiredo, Paulo Sergio de; Girnos, Emilia Cristina; Santos, Luciene Soares","Predacao E Parasitismo Em Sementes De Duas Populacoes De Parkia Platycephala Benth., Em Areas De Cerrado No Nordeste Do Brasil",Brazilian Journal of Botany,10.1590/S0100-84042008000200007
K4WUF56U,NO,2008,"Lapenta, M. J.; Procopio-de-Oliveira, P.; Kierulff, M. C. M.; Motta, J. C.","Frugivory and Seed Dispersal of Golden Lion Tamarin (leontopithecus Rosalia (linnaeus, 1766)) in A Forest Fragment in the Atlantic Forest, Brazil",Brazilian Journal of Biology,10.1590/S1519-69842008000200004
M5I6B7HR,NO,2008,"Gomiero, L. M.; Manzatto, A. G.; Braga, F. M. S.","The Role of Riverine Forests for  Food Supply for  the Omnivorous Fish Brycon Opalinus Cuvier, 1819 (characidae) in the Serra Do Mar, Southeast Brazil",Brazilian Journal of Biology,10.1590/S1519-69842008000200013
37PJJDM6,NO,2008,"Sato, Therys Midori; Passos, Fernando de Camargo; Nogueira, Antonio Carlos","Frugivoria De Morcegos (mammalia, Chiroptera) Em Cecropia Pachystachya (urticaceae) E Seus Efeitos Na Germinacao Das Sementes",Papeis Avulsos de Zoologia,10.1590/S0031-10492008000300001
PHP43AVF,NO,2007,"Caceres, Nilton Carlos; de Araujo Monteiro-Filho, Emygdio Leite",Germination in Seed Species Ingested by Opossums: Implications for  Seed Dispersal and Forest Conservation,Brazilian Archives of Biology and Technology,10.1590/S1516-89132007000700002
G5P9F54R,NO,2007,"Conceicao, Abel Augusto; Funch, Ligia Silveira; Pirani, Jose Rubens","Reproductive Phenology, Pollination and Seed Dispersal Syndromes On Sandstone Outcrop Vegetation in the ""chapada Diamantina"", Northeastern Brazil: Population and Community Analyses",Brazilian Journal of Botany,10.1590/S0100-84042007000300012
EHENAMFD,NO,2007,"Giehl, Eduardo Luis Hettwer; Athayde, Eduardo Anversa; Budke, Jean Carlos; Gesing, Joao Pedro Arzivenko; Einsiger, Sonia Maria; Canto-Dorow, Thais Scottido",Espectro E Distribuicao Vertical Das Estrategias De Dispersao De Diasporos Do Componente Arboreo Em Uma Floresta Estacional No Sul Do Brasil,Acta Botanica Brasilica,10.1590/S0102-33062007000100013
C4EJZ8FW,NO,2007,"Souza, Priscila Bezerra de; Martins, Sebastiao Venancio; Costalonga, Sumami Rebonato; Costa, Grasiely de Oliveira","Floristica E Estrutura Da Vegetacao Arbustivo-arborea Do Sub-bosque De Um Povoamento De Eucalyptus Grandis W. Hill Ex Maiden Em Vilosa, Mg, Brasil",Revista Arvore,10.1590/S0100-67622007000300019
VGWCPDTB,NO,2007,"Matheus, Miele Tallon; Lopes, Jose Carlos","Morfologia De Frutos, Sementes E Plantulas E Germinacao De Sementes De Erythrina Variegata L.",Revista Brasileira de Sementes,10.1590/S0101-31222007000300002
ZKT55G9G,NO,2006,"Pivello, Venia Regina; Petenon, Daniela; Jesus, Flavia Moraes de; Meirelles, Sergio Tadeu; Vidal, Mariana Morais; Alonso, Regina de Azevedo Soares; Franco, Geraldo Antonio Daher Correa; Metzger, Jean Paul","Chuva De Sementes Em Fragmentos De Floresta Atlantica (sao Paulo, Sp, Brasil), Sob Diferentes Situacioes De Conectividade, Estrutura Florestal E Proximidade Da Borda",Acta Botanica Brasilica,10.1590/S0102-33062006000400010
ET854KXA,NO,2006,"Ramirez, Nelson",Reproductive Biology and Plant Species Selection for  Habitat Restoration in the Venezuelan Gran Sabana Plateau,Interciencia,
4HI229T6,NO,2005,"Reys, Paula; Galetti, Mauro; Morellato, L. Patricia C.; Sabino, Jose","Fenologia Reprodutiva E Disponibilidade De Frutos De Especies Arboreas Em Mata Ciliar No Rio Formoso, Mato Grosso Do Sul",Biota Neotropica,10.1590/S1676-06032005000300021
IN8RRPZ3,NO,2004,"Ressel, Kaila; Guilherme, Frederico A. G.; Schiavini, Ivan; Oliveira, Paulo E.","Ecologia Morfofuncional De Plantulas De Especies Arboreas Da Estacao Ecologica Do Panga, Uberlandia, Minas Gerais",Brazilian Journal of Botany,10.1590/S0100-84042004000200010
5BBGHW2B,NO,2003,"Pizo, Marco A.",Padrao De Deposicao De Sementes E Sobrevivencia De Sementes E Plantulas De Duas Especies De Myrtaceae Na Mata Atlantica,Brazilian Journal of Botany,10.1590/S0100-84042003000300010
UGINAWRK,NO,2002,"Vieira, Daniel L. M.; Aquino, Fabiana G.; Brito, Murcia A.; Fernandes-Bulhio, Clarissa; Henriques, Raimundo P. B.",Sindromes De Dispersao De Especies Arbustivo-arboreas Em Cerrado Sensu Stricto Do Brasil Central E Savanas Amazonicas,Brazilian Journal of Botany,10.1590/S0100-84042002000200009
3MC3RED6,NO,2015,"Valenta, Kim; Steffens, Travis S.; Rafaliarison, Radoniaina R.; Chapman, Colin A.; Lehman, Shawn M.","Seed Banks in Savanna, Forest Fragments, and Continuous Forest Edges Differ in A Tropical Dry Forest in Madagascar",Biotropica,10.1111/btp.12228
KVZP2U97,NO,2010,"Seufert, Verena; Linden; Fischer, Frauke",Revealing Secondary Seed Removers: Results From Camera Trapping,African Journal of Ecology,10.1111/j.1365-2028.2009.01192.x
44U6AVN5,NO,2010,"Boyes, Rutledge S.; Perrin, Michael R.","Do Meyer's Parrots Poicephalus Meyeri Benefit Pollination and Seed Dispersal of Plants in the Okavango Delta, Botswana?",African Journal of Ecology,10.1111/j.1365-2028.2009.01177.x
Z28SHW75,NO,2008,"Delatte, Emilie; Chabrerie, Olivier",Seed Dispersal Efficiency of Forest Herbaceous Plant Species by the Ant Myrinica Ruginodis,Comptes Rendus Biologies,10.1016/j.crvi.2008.02.002
